sequence_length,experiment_number,insertion_sort_time,merge_sort_time,tim_sort_time
10,100,3.0309999601740866e-05,0.0001328099990132613,5.9200001487624755e-06
100,100,0.0003881189999447088,0.00019469700004265175,3.638000016508154e-06
1000,100,0.004627968999997392,0.0002455107000005228,3.0583000007027286e-06
10000,100,0.04838697912999923,0.00030628629999937404,4.948329999751877e-06
