sequence_length,experiment_number,insertion_sort_time,merge_sort_time,tim_sort_time
10,100,6.468000001405017e-05,0.0001599500003067078,7.169999480538532e-06
100,100,0.0005204030000277272,0.00020168699989881134,5.365999968489631e-06
1000,100,0.006249009500005741,0.0002611256000009235,7.258700000420504e-06
10000,100,0.06465075220000019,0.0003184004200002165,9.242230000199923e-06
