sequence_length,experiment_number,insertion_sort_time,merge_sort_time,tim_sort_time
10,100,7.314998656511309e-06,1.9115000613965102e-05,1.288001076318324e-06
100,100,0.0005607869999948886,0.0002285000047413632,6.964000058360398e-06
1000,100,0.06915797899942844,0.002869711001985707,8.697599987499413e-05
10000,100,7.225808337996133,0.035660917997010974,0.001089472994208336
