sequence_length,experiment_number,insertion_sort_time,merge_sort_time,tim_sort_time
10,100,3.6120007280260352e-06,1.5660998178645966e-05,1.394998980686069e-06
100,100,0.0004618970042793081,0.00022046199883334348,5.207001231610773e-06
1000,100,0.052561595998122344,0.0026871899992693222,4.275799961760639e-05
10000,100,5.463108452006128,0.03426631700189318,0.0005907509993994611
