sequence_length,experiment_number,insertion_sort_time,merge_sort_time,tim_sort_time
10,100,7.620999786013272e-06,1.876699981949059e-05,7.139999070204793e-07
100,100,0.0005410420000407613,0.00020517200049653182,5.478999846673107e-06
1000,100,0.06233345600012399,0.0025810709996949292,7.199500003480352e-05
10000,100,6.47677780900005,0.03229443400003221,0.0009235230000558664
