sequence_length,experiment_number,insertion_sort_time,merge_sort_time,tim_sort_time
10,100,7.340001175180074e-06,1.8840996781364086e-05,1.2760015670210126e-06
100,100,0.0005582679976942017,0.0002229629951762036,6.99899741448462e-06
1000,100,0.06845244000316597,0.0029019969981163743,8.668099704664203e-05
10000,100,7.190052707999127,0.03504438800329808,0.001135292000835761
